,name,c-EffYr,c-Footage,c-LandPerUnit,c-NbrStories,c-YrBuilt,r-YrBuilt,r-YrRenovated,a-effyrtot,a-nstoriestot,a-yrbuilttot,a-unitsftotal,HU,aptshare,condoshare,dsfshare,duptripshare,HUDensity,LandValHU,ImpValHU,a-Elevators_Y,a-Fireplace_Y,a-Laundry_PRIVATE,a-SectySystem_Y,a-BldgQuality_0,a-BldgQuality_AVERAGE,a-BldgQuality_AVERAGEGOOD,a-BldgQuality_EXCELLENT,a-BldgQuality_GOOD,a-BldgQuality_GOODEXCELLENT,a-BldgQuality_LOWAVERAGE,a-BldgQuality_LOWCOST,a-ConstrClass_0,a-ConstrClass_MASONRY,a-ConstrClass_PREFABSTEEL,a-ConstrClass_REINFORCEDCONCRETE,a-ConstrClass_STRUCTURALSTEEL,a-ConstrClass_WOODFRAME,a-ProjectAppeal_0,a-ProjectAppeal_ABOVEAVERAGE,a-ProjectAppeal_AVERAGE,a-ProjectAppeal_BELOWAVERAGE,a-ProjectAppeal_EXCELLENT,a-ProjectAppeal_SUBSTANDARD,a-ProjectLocation_0,a-ProjectLocation_ABOVEAVERAGE,a-ProjectLocation_AVERAGE,a-ProjectLocation_BELOWAVERAGE,a-ProjectLocation_EXCELLENT,a-ProjectLocation_SUBSTANDARD,c-Elevators_Y,c-Fireplace_Y,c-Laundry_PRIVATE,c-SectySystem_Y,c-AptConversion_ ,c-AptConversion_0,c-AptConversion_N,c-AptConversion_Y,c-bath,c-BldgQuality_0,c-BldgQuality_1,c-BldgQuality_AVERAGE,c-BldgQuality_AVERAGEGOOD,c-BldgQuality_EXCELLENT,c-BldgQuality_GOOD,c-BldgQuality_GOODEXCELLENT,c-BldgQuality_LOWAVERAGE,c-BldgQuality_LOWCOST,c-ConstrClass_0,c-ConstrClass_MASONRY,c-ConstrClass_PREFABSTEEL,c-ConstrClass_REINFORCEDCONCRETE,c-ConstrClass_STRUCTURALSTEEL,c-ConstrClass_WOODFRAME,c-ProjectAppeal_0,c-ProjectAppeal_ABOVEAVERAGE,c-ProjectAppeal_AVERAGE,c-ProjectAppeal_BELOWAVERAGE,c-ProjectAppeal_EXCELLENT,c-ProjectAppeal_SUBSTANDARD,c-ProjectLocation_0,c-ProjectLocation_ABOVEAVERAGE,c-ProjectLocation_AVERAGE,c-ProjectLocation_BELOWAVERAGE,c-ProjectLocation_EXCELLENT,c-ProjectLocation_SUBSTANDARD,r-bath,r-Bedrooms,r-DupTrip,r-DSF,r-BrickStone,r-fp,r-garage,p-AdjacentGolfFairway_Y,p-WfntFootage,p-LakeWashington_0,p-LakeWashington_AVERAGE,p-LakeWashington_EXCELLENT,p-LakeWashington_FAIR,p-LakeWashington_GOOD,p-MtRainier_0,p-MtRainier_AVERAGE,p-MtRainier_EXCELLENT,p-MtRainier_GOOD,p-Olympics_0,p-Olympics_AVERAGE,p-Olympics_EXCELLENT,p-Olympics_GOOD,p-OtherView_0,p-OtherView_AVERAGE,p-OtherView_EXCELLENT,p-OtherView_GOOD,p-SeattleSkyline_0,p-SeattleSkyline_AVERAGE,p-SeattleSkyline_EXCELLENT,p-SeattleSkyline_GOOD,p-SmallLakeRiverCreek_0,p-SmallLakeRiverCreek_AVERAGE,p-SmallLakeRiverCreek_EXCELLENT,p-SmallLakeRiverCreek_GOOD,p-Territorial_0,p-Territorial_AVERAGE,p-Territorial_EXCELLENT,p-Territorial_GOOD,p-TrafficNoise_0,p-TrafficNoise_EXTREME,p-TrafficNoise_HIGH,p-TrafficNoise_MODERATE,p-WfntLocation_0,p-WfntLocation_DUWAMISH,p-WfntLocation_ELLIOTTBAY,p-WfntLocation_LAKESAMM,p-WfntLocation_LAKEUNION,p-WfntLocation_LAKEWASH,p-WfntLocation_OTHERLAKE,p-WfntLocation_PUGETSOUND,p-WfntLocation_RIVERSLOUGH,p-WfntLocation_SHIPCANAL,trumpmed,trump
1009,M-V 05-3373,0,0,0,0,0,1992.9556213017752,1980.0,0.0,0.0,0.0,0.0,338,0.0,0.0,1.0,0.0,6.258607900437028e-05,200224.8520710059,266437.8698224852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.377958579881657,3.665680473372781,0.0,1.0,0.003369980042715591,1.0532544378698225,585.810650887574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8382716465434523,0.0,0.06819475454591578,0.0935335989106319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44567627494456746
1010,M-V 05-3461,0,0,0,0,0,2000.1364562118126,2004.3333333333333,0.0,0.0,0.0,0.0,491,0.0,0.0,1.0,0.0,8.630150758715047e-05,181401.0,259788.39103869654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.414969450101833,3.545824847250509,0.0,1.0,0.00041479834578419703,1.1038696537678208,508.4786150712831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8980253652610243,0.0,0.08761975872137373,0.014354876017601992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5031948881789142
1011,M-V 05-3482,0,0,0,0,0,2000.1147540983607,0.0,0.0,0.0,0.0,0.0,488,0.0,0.0,1.0,0.0,6.60871044287298e-05,227606.76229508198,257729.50819672132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3852459016393444,3.319672131147541,0.0,1.0,0.0,0.9754098360655737,488.6864754098361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9856836101543378,0.014316389845662235,0.0,0.0,0.9581346318907656,0.0,0.0418653681092344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42559523809523825
1012,M-V 05-3510,0,0,0,0,0,2000.1356783919598,0.0,0.0,0.0,0.0,0.0,199,0.0,0.0,1.0,0.0,0.00010288416896992784,180175.87939698494,307663.31658291456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5753768844221105,3.7688442211055277,0.0,1.0,0.0003787783136789475,1.1155778894472361,567.2914572864322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9063314607380569,0.09366853926194309,0.0,0.0,0.8477035116072988,0.0,0.04582946871442353,0.10646701967827758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44147157190635455
1013,M-V 05-3536,0,0,0,0,0,2005.4615384615386,2007.0,2018.0,3.0,2018.0,963.0,503,0.2504970178926441,0.0,0.7495029821073559,0.0,3.132849836403578e-05,229341.93041749502,366477.53479125246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4887267904509285,3.883289124668435,0.0,1.0,0.0,1.090185676392573,491.50132625994695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8886557763491512,0.0,0.09085494973769077,0.020489273913158024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4067415730337075
1014,M-V 05-3589,0,0,0,0,0,2002.7839643652562,1998.0,0.0,0.0,0.0,0.0,449,0.0,0.0,1.0,0.0,0.00010063897906798892,184630.0579064588,260240.53452115812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.431514476614699,3.6770601336302895,0.0,1.0,0.000322419035619863,1.1737193763919822,474.60133630289533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7166143075007195,0.0,0.12175769899396884,0.16162799350531168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4670050761421324
1015,M-V 05-3600,0,0,0,0,0,2004.2475884244373,0.0,0.0,0.0,0.0,0.0,311,0.0,0.0,1.0,0.0,0.0001223091976516634,125930.86816720257,395183.2797427653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.692122186495177,3.9967845659163985,0.0,1.0,0.00031017049037954526,1.0353697749196142,566.5916398713827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9739563997206159,0.01411432409813681,0.0,0.011929276181247287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9668860628865914,0.0021437538147884797,0.0,0.030970183298620068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4125560538116593
1016,M-V 05-3601,0,0,0,0,0,2004.4583333333333,0.0,0.0,0.0,0.0,0.0,264,0.0,0.0,1.0,0.0,0.00011594182531080314,141464.01515151514,406715.9090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.691287878787879,3.9166666666666665,0.0,1.0,0.00014348025711662075,1.4848484848484849,607.0037878787879,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8928658008505914,0.04959411577669604,0.01841235237180084,0.03912773100091172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8832926951379971,0.07907979081284003,0.005303899334388521,0.032323614714774324,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37677053824362594
1017,M-V 05-3717,0,0,0,0,0,2008.3860294117646,0.0,0.0,0.0,0.0,0.0,272,0.0,0.0,1.0,0.0,6.52476580408623e-05,174992.61029411765,274794.1176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463235294117647,3.676470588235294,0.0,1.0,0.0014192257785467129,1.099264705882353,509.52941176470586,0.0029318267521155116,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48679245283018874
1018,MABEL,0,0,0,0,0,1980.5740740740741,1995.75,0.0,0.0,0.0,0.0,162,0.0,0.0,1.0,0.0,6.1226951832076694e-06,391051.85185185185,810178.3950617284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7746913580246915,3.771604938271605,0.0,1.0,0.02648224356043286,1.8950617283950617,619.1358024691358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9916037440054278,0.008396255994572117,0.0,0.0,0.8296166557869145,0.0,0.05654282545601985,0.11384051875706566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34765625
1019,MADISON,0,0,0,0,0,1955.189024390244,1998.6,0.0,0.0,0.0,0.0,164,0.0,0.0,1.0,0.0,6.06748119395303e-06,212232.31707317074,252197.56097560975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6371951219512195,3.042682926829268,0.0,1.0,0.01784651992861392,1.0060975609756098,205.09146341463415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4097072225742266,0.2971367630239409,0.024173733000786034,0.2689822814010465,0.9694270721687671,0.030572927831232864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1192319249550248,0.8468604373514438,0.0,0.033907637693531376,0.7981733403903566,0.1013379239994705,0.0398082631546507,0.060680472455522216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6743119266055042
1020,MAPLE HILLS,0,0,0,0,0,1980.7955182072828,2001.1666666666667,0.0,0.0,0.0,0.0,357,0.0,0.0,0.9943977591036415,0.0028011204481792717,1.0982030721446513e-05,265710.36414565827,336776.7507002801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1218487394957983,3.453781512605042,0.0028011204481792717,0.9943977591036415,0.0011769413647812067,1.3865546218487395,537.0588235294117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.990298467908276,0.009701532091724013,0.0,0.0,0.9831765440804409,0.0,0.0,0.016823455919559117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4434782608695653
1021,MARCEL,0,0,0,0,0,1983.9563106796118,2002.7,0.0,0.0,0.0,0.0,206,0.0,0.0,1.0,0.0,2.7282773497884657e-05,197382.03883495147,304695.145631068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.970873786407767,2.9514563106796117,0.0,1.0,0.0,1.1359223300970873,401.9660194174757,0.0,0.0010800534848313078,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8212717427811901,0.0797054308082376,0.04246868308436257,0.05655414332620979,0.9943933900461847,0.005606609953815297,0.0,0.0,0.8440880878643044,0.0,0.0,0.1559119121356955,0.75439385093964,0.0,0.0,0.0,0.0,0.0,0.2456061490603601,0.0,0.0,0.0,1.0,0.39926739926739957
1022,MARIAN,0,0,0,0,0,1954.404255319149,1977.9736842105262,1991.9604519774011,1.0621468926553672,1965.734463276836,566.2485875706215,777,0.4555984555984556,0.0,0.5302445302445302,0.006435006435006435,0.00011712664374883645,99397.42599742599,165485.0694980695,0.9378531073446328,0.0,0.011299435028248588,0.0,0.0,0.9717514124293786,0.0,0.0,0.0,0.0,0.0,0.02824858757062147,0.0,0.9378531073446328,0.0,0.0,0.0,0.062146892655367235,0.0,0.9378531073446328,0.03389830508474576,0.02824858757062147,0.0,0.0,0.0,0.0,0.9717514124293786,0.02824858757062147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3959810874704492,2.9432624113475176,0.01182033096926714,0.9739952718676123,0.003493005605575396,0.7494089834515366,137.1631205673759,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.822456207523691,0.177543792476309,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9928427631335975,0.0071572368664025166,0.0,0.0,0.822456207523691,0.177543792476309,0.0,0.0,0.8110402036827813,0.0,0.0213503631755038,0.16760943314171495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21915285451197075
1023,MATTHEW,0,0,0,0,0,1982.5627705627705,1998.8235294117646,0.0,0.0,0.0,0.0,231,0.0,0.0,0.9826839826839827,0.008658008658008658,2.2057936957060234e-06,322496.1038961039,521481.8181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.425324675324675,3.329004329004329,0.008658008658008658,0.9826839826839827,0.013680403290792901,1.58008658008658,519.004329004329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9176779554381738,0.02893486643570638,0.01685842286953917,0.03652875525658064,0.8580026706145853,0.0019567204370099373,0.044557672428922335,0.09548293651948232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.451948051948052
1024,MAURY,0,0,0,0,0,1975.5021276595744,1989.1904761904761,0.0,0.0,0.0,0.0,235,0.0,0.0,1.0,0.0,3.994324931126365e-06,297329.3617021277,431064.6808510638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9680851063829787,2.651063829787234,0.0,1.0,0.004436396559529199,1.0723404255319149,313.64255319148936,0.0033317769063803833,0.00024492860535119544,1.0,0.0,0.0,0.0,0.0,0.8845049274757221,0.06599610619608012,0.004111741086974114,0.045387225241223655,0.9880574443754985,0.008418286250695628,0.0,0.003524269373805941,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6634425155707709,0.1670408839213311,0.05992136686954948,0.10959523363834849,1.0,0.0,0.0,0.0,0.7381786806357218,0.0,0.0,0.0,0.0,0.0,0.0,0.2618213193642782,0.0,0.0,0.0,0.17142857142857126
1025,MAY VALLEY,0,0,0,0,0,1965.58547008547,1996.1764705882354,0.0,0.0,0.0,0.0,234,0.0,0.0,1.0,0.0,9.819520569042056e-06,333667.9487179487,346469.6581196581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5929487179487178,3.076923076923077,0.0,1.0,0.005204909051062897,1.141025641025641,311.02564102564105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8589959649323938,0.07818327455329155,0.0,0.0628207605143146,0.5588549750810782,0.0,0.2378230811104149,0.20332194380850693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5375375375375375
1026,MCCOY,0,0,0,0,0,1981.3947368421052,1998.375,0.0,0.0,0.0,0.0,304,0.0,0.0,0.993421052631579,0.003289473684210526,4.488198871619559e-06,241886.18421052632,389116.44736842107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1833881578947367,3.263157894736842,0.003289473684210526,0.993421052631579,0.004598770775623269,1.256578947368421,478.3388157894737,0.0,5.588102871407906e-05,1.0,0.0,0.0,0.0,0.0,0.9918582153173251,0.0016656532786056535,0.001588482832875537,0.0048876485711937005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8689625309803832,0.023690883924783458,0.032817946370275464,0.07452863872455782,0.8022397411584844,0.0,0.09404180674571566,0.1037184520957999,0.9003771770126737,0.0,0.0,0.0,0.0,0.0,0.023923753532684954,0.0,0.07569906945464132,0.0,1.0,0.5797752808988764
